run,loss_normalization,grpo_step,rollout_answer_accuracy,rollout_format_accuracy,avg_response_token_length
masked_mean,masked_mean,1,0.015625,0.1796875,304.609375
masked_mean,masked_mean,2,0.2109375,0.78125,118.234375
masked_mean,masked_mean,3,0.30859375,0.765625,166.75390625
masked_mean,masked_mean,4,0.3046875,0.83203125,215.44921875
masked_mean,masked_mean,5,0.28515625,0.87109375,257.89453125
masked_mean,masked_mean,6,0.27734375,0.85546875,265.37109375
masked_mean,masked_mean,7,0.3828125,0.85546875,255.03515625
masked_mean,masked_mean,8,0.3359375,0.9140625,210.98046875
masked_mean,masked_mean,9,0.3828125,0.9296875,236.42578125
masked_mean,masked_mean,10,0.38671875,0.9453125,201.484375
masked_mean,masked_mean,11,0.3671875,0.953125,230.4609375
masked_mean,masked_mean,12,0.41796875,0.9296875,213.0546875
masked_mean,masked_mean,13,0.4453125,0.90625,241.796875
masked_mean,masked_mean,14,0.4375,0.92578125,227.03515625
masked_mean,masked_mean,15,0.35546875,0.96484375,246.79296875
masked_mean,masked_mean,16,0.40625,0.94140625,255.46875
masked_mean,masked_mean,17,0.4140625,0.953125,254.40625
masked_mean,masked_mean,18,0.453125,0.93359375,260.125
masked_mean,masked_mean,19,0.61328125,0.921875,261.03125
masked_mean,masked_mean,20,0.49609375,0.921875,271.2734375
masked_mean,masked_mean,21,0.48828125,0.90625,287.81640625
masked_mean,masked_mean,22,0.51171875,0.8984375,318.05859375
masked_mean,masked_mean,23,0.5859375,0.9140625,303.96484375
masked_mean,masked_mean,24,0.55078125,0.9375,277.5546875
masked_mean,masked_mean,25,0.59765625,0.92578125,273.85546875
masked_mean,masked_mean,26,0.61328125,0.9140625,303.48046875
masked_mean,masked_mean,27,0.62890625,0.93359375,277.1640625
masked_mean,masked_mean,28,0.63671875,0.890625,317.83984375
masked_mean,masked_mean,29,0.59765625,0.90234375,323.31640625
masked_mean,masked_mean,30,0.59765625,0.87890625,352.31640625
masked_mean,masked_mean,31,0.66015625,0.91015625,296.6484375
masked_mean,masked_mean,32,0.69921875,0.9375,275.0234375
masked_mean,masked_mean,33,0.625,0.94921875,247.98828125
masked_mean,masked_mean,34,0.60546875,0.8828125,308.84375
masked_mean,masked_mean,35,0.6015625,0.9375,326.19921875
masked_mean,masked_mean,36,0.5078125,0.91796875,314.15625
masked_mean,masked_mean,37,0.69140625,0.93359375,294.32421875
masked_mean,masked_mean,38,0.65234375,0.9140625,304.9140625
masked_mean,masked_mean,39,0.73046875,0.92578125,287.97265625
masked_mean,masked_mean,40,0.6171875,0.9140625,343.26171875
masked_mean,masked_mean,41,0.70703125,0.95703125,290.59375
masked_mean,masked_mean,42,0.66796875,0.93359375,343.46484375
masked_mean,masked_mean,43,0.70703125,0.921875,328.9921875
masked_mean,masked_mean,44,0.609375,0.9140625,325.63671875
masked_mean,masked_mean,45,0.56640625,0.9296875,341.56640625
masked_mean,masked_mean,46,0.57421875,0.859375,390.1484375
masked_mean,masked_mean,47,0.76171875,0.96875,273.796875
masked_mean,masked_mean,48,0.6484375,0.90625,391.23046875
masked_mean,masked_mean,49,0.68359375,0.97265625,336.5546875
masked_mean,masked_mean,50,0.7421875,0.9453125,298.64453125
masked_mean,masked_mean,51,0.78125,0.9375,327.65625
masked_mean,masked_mean,52,0.77734375,0.9375,312.85546875
masked_mean,masked_mean,53,0.7890625,0.92578125,337.453125
masked_mean,masked_mean,54,0.6484375,0.97265625,285.41796875
masked_mean,masked_mean,55,0.796875,0.98828125,315.34375
masked_mean,masked_mean,56,0.62890625,0.875,376.94921875
masked_mean,masked_mean,57,0.77734375,0.9609375,287.515625
masked_mean,masked_mean,58,0.7265625,0.9296875,350.8984375
masked_mean,masked_mean,59,0.76171875,0.9296875,368.29296875
masked_mean,masked_mean,60,0.5546875,0.92578125,414.0859375
masked_mean,masked_mean,61,0.81640625,0.9609375,337.3984375
masked_mean,masked_mean,62,0.76171875,0.9609375,351.9296875
masked_mean,masked_mean,63,0.75,0.9453125,327.37109375
masked_mean,masked_mean,64,0.56640625,0.83984375,462.83984375
masked_mean,masked_mean,65,0.74609375,0.92578125,385.328125
masked_mean,masked_mean,66,0.7734375,0.9453125,372.53515625
masked_mean,masked_mean,67,0.703125,0.85546875,454.1484375
masked_mean,masked_mean,68,0.70703125,0.9296875,385.8515625
masked_mean,masked_mean,69,0.80078125,0.8984375,394.44921875
masked_mean,masked_mean,70,0.6875,0.86328125,424.76953125
masked_mean,masked_mean,71,0.4921875,0.80078125,494.47265625
masked_mean,masked_mean,72,0.7421875,0.8203125,429.73046875
masked_mean,masked_mean,73,0.6875,0.89453125,437.2109375
masked_mean,masked_mean,74,0.71484375,0.828125,456.35546875
masked_mean,masked_mean,75,0.83984375,0.89453125,487.87109375
masked_mean,masked_mean,76,0.78125,0.890625,432.22265625
masked_mean,masked_mean,77,0.6015625,0.8125,537.14453125
masked_mean,masked_mean,78,0.75390625,0.90234375,474.69921875
masked_mean,masked_mean,79,0.76171875,0.8671875,471.73828125
masked_mean,masked_mean,80,0.7265625,0.91796875,398.640625
masked_mean,masked_mean,81,0.72265625,0.87890625,458.84375
masked_mean,masked_mean,82,0.75390625,0.91796875,448.8671875
masked_mean,masked_mean,83,0.76953125,0.890625,469.02734375
masked_mean,masked_mean,84,0.5546875,0.8359375,546.2734375
masked_mean,masked_mean,85,0.71484375,0.91796875,473.30859375
masked_mean,masked_mean,86,0.75,0.90625,484.5703125
masked_mean,masked_mean,87,0.87109375,0.96875,405.08203125
masked_mean,masked_mean,88,0.74609375,0.921875,450.0
masked_mean,masked_mean,89,0.81640625,0.94921875,403.77734375
masked_mean,masked_mean,90,0.89453125,0.95703125,415.30859375
masked_mean,masked_mean,91,0.65234375,0.88671875,502.4765625
masked_mean,masked_mean,92,0.61328125,0.859375,566.984375
masked_mean,masked_mean,93,0.80078125,0.8984375,471.0234375
masked_mean,masked_mean,94,0.76171875,0.875,497.5
masked_mean,masked_mean,95,0.78515625,0.890625,478.26953125
masked_mean,masked_mean,96,0.75,0.89453125,511.97265625
masked_mean,masked_mean,97,0.71875,0.8984375,500.32421875
masked_mean,masked_mean,98,0.73828125,0.90625,508.5703125
masked_mean,masked_mean,99,0.78125,0.94140625,458.0859375
masked_mean,masked_mean,100,0.73828125,0.90234375,448.03125
masked_mean,masked_mean,101,0.65625,0.8828125,483.80078125
masked_mean,masked_mean,102,0.75390625,0.95703125,369.25
masked_mean,masked_mean,103,0.7421875,0.9453125,349.265625
masked_mean,masked_mean,104,0.78125,0.97265625,362.17578125
masked_mean,masked_mean,105,0.75390625,0.97265625,370.66015625
masked_mean,masked_mean,106,0.76171875,0.97265625,361.93359375
masked_mean,masked_mean,107,0.7578125,0.95703125,363.99609375
masked_mean,masked_mean,108,0.65234375,0.94921875,395.80078125
masked_mean,masked_mean,109,0.671875,0.96484375,362.33203125
masked_mean,masked_mean,110,0.7734375,0.95703125,377.1953125
masked_mean,masked_mean,111,0.578125,0.91796875,456.39453125
masked_mean,masked_mean,112,0.703125,0.91796875,391.67578125
masked_mean,masked_mean,113,0.7734375,0.953125,361.203125
masked_mean,masked_mean,114,0.7421875,0.921875,421.98046875
masked_mean,masked_mean,115,0.7265625,0.921875,395.15234375
masked_mean,masked_mean,116,0.64453125,0.8671875,484.24609375
masked_mean,masked_mean,117,0.7890625,0.9296875,380.390625
masked_mean,masked_mean,118,0.71875,0.91015625,401.90234375
masked_mean,masked_mean,119,0.77734375,0.9296875,433.203125
masked_mean,masked_mean,120,0.6015625,0.921875,452.65625
masked_mean,masked_mean,121,0.7421875,0.859375,469.6875
masked_mean,masked_mean,122,0.5234375,0.859375,593.3203125
masked_mean,masked_mean,123,0.66796875,0.82421875,531.3515625
masked_mean,masked_mean,124,0.8984375,0.96875,409.3515625
masked_mean,masked_mean,125,0.75,0.89453125,499.109375
masked_mean,masked_mean,126,0.80078125,0.91796875,483.12890625
masked_mean,masked_mean,127,0.703125,0.8828125,494.796875
masked_mean,masked_mean,128,0.73046875,0.8671875,538.828125
masked_mean,masked_mean,129,0.7421875,0.90234375,507.171875
masked_mean,masked_mean,130,0.75390625,0.890625,450.49609375
masked_mean,masked_mean,131,0.69921875,0.859375,482.03515625
masked_mean,masked_mean,132,0.78125,0.921875,470.50390625
masked_mean,masked_mean,133,0.76953125,0.953125,487.6875
masked_mean,masked_mean,134,0.73046875,0.94140625,511.60546875
masked_mean,masked_mean,135,0.77734375,0.90625,475.703125
masked_mean,masked_mean,136,0.796875,0.90234375,486.04296875
masked_mean,masked_mean,137,0.7421875,0.92578125,456.2109375
masked_mean,masked_mean,138,0.83984375,0.921875,462.91796875
masked_mean,masked_mean,139,0.7890625,0.94921875,445.96484375
masked_mean,masked_mean,140,0.59765625,0.82421875,569.76953125
masked_mean,masked_mean,141,0.7734375,0.8828125,495.515625
masked_mean,masked_mean,142,0.7578125,0.890625,506.51953125
masked_mean,masked_mean,143,0.8203125,0.88671875,469.78515625
masked_mean,masked_mean,144,0.68359375,0.86328125,538.80078125
masked_mean,masked_mean,145,0.7265625,0.92578125,489.30859375
masked_mean,masked_mean,146,0.70703125,0.87890625,480.0
masked_mean,masked_mean,147,0.6640625,0.84765625,480.0625
masked_mean,masked_mean,148,0.765625,0.90234375,520.171875
masked_mean,masked_mean,149,0.66796875,0.84765625,531.17578125
masked_mean,masked_mean,150,0.703125,0.90625,509.2734375
masked_mean,masked_mean,151,0.734375,0.953125,517.8828125
masked_mean,masked_mean,152,0.72265625,0.90234375,522.3828125
masked_mean,masked_mean,153,0.8359375,0.94921875,453.203125
masked_mean,masked_mean,154,0.80078125,0.91015625,494.453125
masked_mean,masked_mean,155,0.7109375,0.9140625,465.3828125
masked_mean,masked_mean,156,0.86328125,0.96875,444.3671875
masked_mean,masked_mean,157,0.6171875,0.828125,591.89453125
masked_mean,masked_mean,158,0.8046875,0.9609375,464.1328125
masked_mean,masked_mean,159,0.65625,0.87890625,567.16796875
masked_mean,masked_mean,160,0.58984375,0.8515625,583.4453125
masked_mean,masked_mean,161,0.77734375,0.8984375,546.20703125
masked_mean,masked_mean,162,0.83203125,0.96484375,429.640625
masked_mean,masked_mean,163,0.8046875,0.90234375,456.0859375
masked_mean,masked_mean,164,0.66015625,0.84375,518.44921875
masked_mean,masked_mean,165,0.6796875,0.94921875,444.60546875
masked_mean,masked_mean,166,0.7734375,0.94921875,453.25
masked_mean,masked_mean,167,0.75390625,0.91015625,476.8046875
masked_mean,masked_mean,168,0.765625,0.96484375,410.796875
masked_mean,masked_mean,169,0.8203125,0.96875,435.4453125
masked_mean,masked_mean,170,0.734375,0.94921875,438.78125
masked_mean,masked_mean,171,0.84765625,0.98046875,421.5625
masked_mean,masked_mean,172,0.8671875,0.984375,397.37890625
masked_mean,masked_mean,173,0.70703125,0.95703125,452.3125
masked_mean,masked_mean,174,0.7421875,0.92578125,472.69140625
masked_mean,masked_mean,175,0.69921875,0.91015625,457.84765625
masked_mean,masked_mean,176,0.73828125,0.93359375,432.6640625
masked_mean,masked_mean,177,0.6640625,0.89453125,473.00390625
masked_mean,masked_mean,178,0.7265625,0.91796875,471.5390625
masked_mean,masked_mean,179,0.77734375,0.97265625,403.5546875
masked_mean,masked_mean,180,0.7890625,0.95703125,462.25390625
masked_mean,masked_mean,181,0.69140625,0.8984375,479.9375
masked_mean,masked_mean,182,0.796875,0.9453125,423.66796875
masked_mean,masked_mean,183,0.86328125,0.96875,423.71484375
masked_mean,masked_mean,184,0.7890625,0.92578125,433.875
masked_mean,masked_mean,185,0.89453125,0.9921875,395.671875
masked_mean,masked_mean,186,0.8125,0.92578125,470.3984375
masked_mean,masked_mean,187,0.90234375,0.984375,404.7421875
masked_mean,masked_mean,188,0.75390625,0.93359375,460.70703125
masked_mean,masked_mean,189,0.78125,0.9296875,492.44921875
masked_mean,masked_mean,190,0.77734375,0.92578125,506.0859375
masked_mean,masked_mean,191,0.81640625,0.9609375,471.58203125
masked_mean,masked_mean,192,0.90234375,0.97265625,396.44921875
masked_mean,masked_mean,193,0.828125,0.98828125,414.40625
masked_mean,masked_mean,194,0.74609375,0.87890625,460.0546875
masked_mean,masked_mean,195,0.69140625,0.9140625,530.81640625
masked_mean,masked_mean,196,0.6328125,0.859375,575.1796875
masked_mean,masked_mean,197,0.77734375,0.91015625,447.91015625
masked_mean,masked_mean,198,0.72265625,0.91796875,488.75390625
masked_mean,masked_mean,199,0.6640625,0.875,529.125
masked_mean,masked_mean,200,0.80859375,0.94140625,466.91796875
masked_normalize,masked_normalize,1,0.015625,0.1796875,304.609375
masked_normalize,masked_normalize,2,0.18359375,0.59765625,201.06640625
masked_normalize,masked_normalize,3,0.2265625,0.7421875,109.3046875
masked_normalize,masked_normalize,4,0.1953125,0.94921875,44.71484375
masked_normalize,masked_normalize,5,0.29296875,0.984375,34.875
masked_normalize,masked_normalize,6,0.1875,0.98046875,41.94140625
masked_normalize,masked_normalize,7,0.3125,0.96875,48.546875
masked_normalize,masked_normalize,8,0.21484375,0.96875,44.55078125
masked_normalize,masked_normalize,9,0.30078125,0.98046875,44.98046875
masked_normalize,masked_normalize,10,0.2578125,0.953125,59.33984375
masked_normalize,masked_normalize,11,0.23046875,0.96484375,47.57421875
masked_normalize,masked_normalize,12,0.24609375,0.9609375,49.421875
masked_normalize,masked_normalize,13,0.30859375,0.96875,64.90234375
masked_normalize,masked_normalize,14,0.43359375,0.93359375,89.52734375
masked_normalize,masked_normalize,15,0.21875,0.9375,115.234375
masked_normalize,masked_normalize,16,0.2265625,0.9296875,113.7109375
masked_normalize,masked_normalize,17,0.28515625,0.9453125,119.7578125
masked_normalize,masked_normalize,18,0.20703125,0.9296875,127.76953125
masked_normalize,masked_normalize,19,0.359375,0.95703125,106.76953125
masked_normalize,masked_normalize,20,0.33984375,0.97265625,115.828125
masked_normalize,masked_normalize,21,0.3046875,0.9609375,132.37109375
masked_normalize,masked_normalize,22,0.26171875,0.97265625,93.5234375
masked_normalize,masked_normalize,23,0.2734375,0.97265625,78.87109375
masked_normalize,masked_normalize,24,0.296875,0.96875,73.96875
masked_normalize,masked_normalize,25,0.27734375,0.98828125,63.94140625
masked_normalize,masked_normalize,26,0.3203125,0.984375,82.0234375
masked_normalize,masked_normalize,27,0.3671875,0.9921875,61.39453125
masked_normalize,masked_normalize,28,0.3125,0.9921875,62.66015625
masked_normalize,masked_normalize,29,0.34375,0.98828125,49.31640625
masked_normalize,masked_normalize,30,0.29296875,0.99609375,70.55078125
masked_normalize,masked_normalize,31,0.41796875,1.0,63.84375
masked_normalize,masked_normalize,32,0.4765625,0.98828125,68.09375
masked_normalize,masked_normalize,33,0.4296875,0.99609375,79.83203125
masked_normalize,masked_normalize,34,0.375,1.0,96.91796875
masked_normalize,masked_normalize,35,0.296875,0.98828125,92.0234375
masked_normalize,masked_normalize,36,0.3671875,0.984375,102.921875
masked_normalize,masked_normalize,37,0.42578125,1.0,83.76171875
masked_normalize,masked_normalize,38,0.34765625,0.98046875,106.68359375
masked_normalize,masked_normalize,39,0.56640625,0.9921875,106.98828125
masked_normalize,masked_normalize,40,0.3984375,0.9921875,115.10546875
masked_normalize,masked_normalize,41,0.43359375,0.98828125,113.33203125
masked_normalize,masked_normalize,42,0.37109375,0.9921875,125.3359375
masked_normalize,masked_normalize,43,0.44140625,0.99609375,140.828125
masked_normalize,masked_normalize,44,0.4375,0.9921875,98.98046875
masked_normalize,masked_normalize,45,0.34765625,0.984375,145.46875
masked_normalize,masked_normalize,46,0.453125,0.9921875,127.8828125
masked_normalize,masked_normalize,47,0.4609375,0.984375,102.25390625
masked_normalize,masked_normalize,48,0.41015625,0.98828125,170.171875
masked_normalize,masked_normalize,49,0.375,0.98828125,176.48046875
masked_normalize,masked_normalize,50,0.46484375,0.98828125,151.49609375
masked_normalize,masked_normalize,51,0.53515625,0.98046875,189.78515625
masked_normalize,masked_normalize,52,0.5234375,0.98046875,161.359375
masked_normalize,masked_normalize,53,0.5390625,0.9765625,190.828125
masked_normalize,masked_normalize,54,0.48046875,0.98046875,167.72265625
masked_normalize,masked_normalize,55,0.609375,0.9921875,181.0234375
masked_normalize,masked_normalize,56,0.59375,0.95703125,229.07421875
masked_normalize,masked_normalize,57,0.67578125,0.97265625,174.96875
masked_normalize,masked_normalize,58,0.5546875,0.9609375,253.55859375
masked_normalize,masked_normalize,59,0.61328125,0.9375,272.54296875
masked_normalize,masked_normalize,60,0.48046875,0.91796875,307.4765625
masked_normalize,masked_normalize,61,0.71875,0.90234375,305.17578125
masked_normalize,masked_normalize,62,0.6640625,0.87109375,324.046875
masked_normalize,masked_normalize,63,0.6953125,0.86328125,295.078125
masked_normalize,masked_normalize,64,0.50390625,0.78125,387.6875
masked_normalize,masked_normalize,65,0.65234375,0.82421875,324.48828125
masked_normalize,masked_normalize,66,0.7265625,0.8671875,341.859375
masked_normalize,masked_normalize,67,0.5703125,0.81640625,392.10546875
masked_normalize,masked_normalize,68,0.6015625,0.86328125,339.33203125
masked_normalize,masked_normalize,69,0.7265625,0.90234375,307.8359375
masked_normalize,masked_normalize,70,0.63671875,0.9140625,326.25
masked_normalize,masked_normalize,71,0.4609375,0.8671875,396.32421875
masked_normalize,masked_normalize,72,0.7578125,0.9375,307.09765625
masked_normalize,masked_normalize,73,0.64453125,0.9609375,292.3984375
masked_normalize,masked_normalize,74,0.68359375,0.98828125,306.3125
masked_normalize,masked_normalize,75,0.72265625,0.96484375,323.01953125
masked_normalize,masked_normalize,76,0.69140625,0.94921875,319.15625
masked_normalize,masked_normalize,77,0.60546875,0.9453125,359.73046875
masked_normalize,masked_normalize,78,0.71484375,0.96484375,321.53125
masked_normalize,masked_normalize,79,0.6953125,0.97265625,289.24609375
masked_normalize,masked_normalize,80,0.76171875,0.984375,275.96484375
masked_normalize,masked_normalize,81,0.703125,0.96875,269.12109375
masked_normalize,masked_normalize,82,0.734375,0.98828125,266.6875
masked_normalize,masked_normalize,83,0.75,0.96484375,303.57421875
masked_normalize,masked_normalize,84,0.5078125,0.92578125,361.51171875
masked_normalize,masked_normalize,85,0.71484375,0.98046875,314.45703125
masked_normalize,masked_normalize,86,0.734375,0.97265625,279.1484375
masked_normalize,masked_normalize,87,0.79296875,0.96875,256.81640625
masked_normalize,masked_normalize,88,0.7265625,0.9609375,322.20703125
masked_normalize,masked_normalize,89,0.796875,0.97265625,251.2890625
masked_normalize,masked_normalize,90,0.85546875,0.984375,253.984375
masked_normalize,masked_normalize,91,0.62890625,0.95703125,327.34765625
masked_normalize,masked_normalize,92,0.62109375,0.96875,337.875
masked_normalize,masked_normalize,93,0.75390625,0.9765625,298.06640625
masked_normalize,masked_normalize,94,0.8203125,0.9765625,303.73046875
masked_normalize,masked_normalize,95,0.7265625,0.953125,288.4765625
masked_normalize,masked_normalize,96,0.76171875,0.94140625,323.7421875
masked_normalize,masked_normalize,97,0.71484375,0.96875,322.90234375
masked_normalize,masked_normalize,98,0.703125,0.96875,347.8515625
masked_normalize,masked_normalize,99,0.73046875,0.9609375,356.0546875
masked_normalize,masked_normalize,100,0.6953125,0.95703125,318.46875
masked_normalize,masked_normalize,101,0.6640625,0.8984375,406.4765625
masked_normalize,masked_normalize,102,0.73828125,0.9765625,266.84765625
masked_normalize,masked_normalize,103,0.734375,0.9453125,284.5859375
masked_normalize,masked_normalize,104,0.82421875,0.94921875,359.09375
masked_normalize,masked_normalize,105,0.78125,0.96484375,326.6484375
masked_normalize,masked_normalize,106,0.703125,0.94140625,349.15625
masked_normalize,masked_normalize,107,0.71875,0.890625,368.53125
masked_normalize,masked_normalize,108,0.6875,0.8984375,377.19921875
masked_normalize,masked_normalize,109,0.65234375,0.921875,372.8984375
masked_normalize,masked_normalize,110,0.79296875,0.97265625,347.42578125
masked_normalize,masked_normalize,111,0.5234375,0.890625,456.16015625
masked_normalize,masked_normalize,112,0.7421875,0.93359375,403.58984375
masked_normalize,masked_normalize,113,0.79296875,0.96484375,329.3515625
masked_normalize,masked_normalize,114,0.6953125,0.94140625,348.9609375
