run,grpo_step,optimizer_step,loss,grad_norm,token_entropy,reference_kl,kl_penalty,train_answer_accuracy,train_format_accuracy
grpo_sft256_step100_kl0p01_190,96,96,-0.005132646481797565,0.439453125,0.10556602478027344,0.17006492614746094,0.0017000138759613037,0.609375,0.953125
grpo_sft256_step100_kl0p01_190,97,97,-0.001115434321036446,0.443359375,0.12175178527832031,0.17858314514160156,0.0017852187156677246,0.51171875,0.9453125
grpo_sft256_step100_kl0p01_190,98,98,-0.0015751309897495958,0.341796875,0.11012458801269531,0.17069053649902344,0.0017068088054656982,0.5234375,0.95703125
grpo_sft256_step100_kl0p01_190,99,99,-0.001395618272908905,0.52734375,0.09036540985107422,0.15136432647705078,0.0015127509832382202,0.54296875,0.9140625
grpo_sft256_step100_kl0p01_190,100,100,-0.00043825385910167824,0.453125,0.10213851928710938,0.16989898681640625,0.001699686050415039,0.53515625,0.96875
grpo_sft256_step100_kl0p01_190,101,101,-0.006812954992255982,0.455078125,0.09677696228027344,0.1541423797607422,0.0015412569046020508,0.46484375,0.89453125
grpo_sft256_step100_kl0p01_190,102,102,-0.0005080277605884476,0.54296875,0.12868690490722656,0.20172882080078125,0.002017408609390259,0.62109375,0.96875
grpo_sft256_step100_kl0p01_190,103,103,0.002458654969359486,0.62109375,0.10762214660644531,0.18199729919433594,0.0018200576305389404,0.6640625,0.98046875
grpo_sft256_step100_kl0p01_190,104,104,-0.0018948694082610018,0.40234375,0.09935474395751953,0.15572547912597656,0.0015566907823085785,0.6171875,0.9375
grpo_sft256_step100_kl0p01_190,105,105,-0.00039885513342596823,0.45703125,0.09275627136230469,0.16156959533691406,0.001615762710571289,0.69921875,0.96484375
grpo_sft256_step100_kl0p01_190,106,106,-0.000896198509963142,0.486328125,0.0996856689453125,0.18033218383789062,0.0018032491207122803,0.58984375,0.97265625
grpo_sft256_step100_kl0p01_190,107,107,0.0011280338671895151,0.5390625,0.09855079650878906,0.17490768432617188,0.0017497986555099487,0.6328125,0.921875
grpo_sft256_step100_kl0p01_190,108,108,-0.0015594652386425878,0.328125,0.10822200775146484,0.16766738891601562,0.0016760081052780151,0.515625,0.88671875
grpo_sft256_step100_kl0p01_190,109,109,1.1950121916015632e-05,0.333984375,0.0956878662109375,0.16773223876953125,0.001677095890045166,0.55078125,0.94140625
grpo_sft256_step100_kl0p01_190,110,110,0.0013569538396041025,0.419921875,0.10278129577636719,0.1767292022705078,0.0017679780721664429,0.609375,0.96484375
grpo_sft256_step100_kl0p01_190,111,111,-0.00014412258269658196,0.310546875,0.095947265625,0.14793872833251953,0.001479312777519226,0.375,0.91796875
grpo_sft256_step100_kl0p01_190,112,112,-0.0013841693937592936,0.33203125,0.09035587310791016,0.1417236328125,0.001416519284248352,0.55078125,0.8984375
grpo_sft256_step100_kl0p01_190,113,113,-0.0034440577996974753,0.380859375,0.09545516967773438,0.1671009063720703,0.001671120524406433,0.61328125,0.95703125
grpo_sft256_step100_kl0p01_190,114,114,-0.0005160847790648404,0.39453125,0.09760475158691406,0.17255783081054688,0.0017254650592803955,0.58984375,0.9140625
grpo_sft256_step100_kl0p01_190,115,115,0.0030204766135284444,0.44921875,0.09562206268310547,0.17081260681152344,0.0017067790031433105,0.62109375,0.9375
grpo_sft256_step100_kl0p01_190,116,116,-0.0010851681845451822,0.5078125,0.10008049011230469,0.1810626983642578,0.0018103718757629395,0.51171875,0.984375
grpo_sft256_step100_kl0p01_190,117,117,-0.001480040563365037,0.392578125,0.09543991088867188,0.1791210174560547,0.0017912238836288452,0.6953125,0.9375
grpo_sft256_step100_kl0p01_190,118,118,-0.0024526560455342405,0.40234375,0.09028244018554688,0.17800521850585938,0.0017803162336349487,0.6328125,0.91796875
grpo_sft256_step100_kl0p01_190,119,119,-0.0026573191275929275,0.435546875,0.09792518615722656,0.17911148071289062,0.0017924010753631592,0.6015625,0.953125
grpo_sft256_step100_kl0p01_190,120,120,0.002944195001873595,0.94140625,0.11470603942871094,0.20133399963378906,0.0020137429237365723,0.5,0.984375
grpo_sft256_step100_kl0p01_190,121,121,-0.0014634024196311657,0.384765625,0.08576202392578125,0.17055320739746094,0.001705169677734375,0.609375,0.9296875
grpo_sft256_step100_kl0p01_190,122,122,-0.0025073196629818995,0.48828125,0.09155082702636719,0.17009544372558594,0.0017013847827911377,0.41796875,0.9140625
grpo_sft256_step100_kl0p01_190,123,123,-0.004556094358122209,0.49609375,0.0775299072265625,0.15019989013671875,0.0015027672052383423,0.55859375,0.9375
grpo_sft256_step100_kl0p01_190,124,124,-0.0026080180164171907,0.390625,0.08697700500488281,0.1789531707763672,0.0017895400524139404,0.6953125,0.984375
grpo_sft256_step100_kl0p01_190,125,125,0.002128523758983647,0.49609375,0.09846305847167969,0.19240760803222656,0.0019243955612182617,0.64453125,0.984375
grpo_sft256_step100_kl0p01_190,126,126,0.00037230241105135065,0.3984375,0.08852291107177734,0.1718730926513672,0.001718766987323761,0.69140625,0.98828125
grpo_sft256_step100_kl0p01_190,127,127,0.0015482980256820156,0.462890625,0.09916114807128906,0.18535804748535156,0.0018526315689086914,0.62890625,0.94921875
grpo_sft256_step100_kl0p01_190,128,128,-0.003200545440904534,0.404296875,0.08201408386230469,0.1707916259765625,0.001708880066871643,0.65625,0.95703125
grpo_sft256_step100_kl0p01_190,129,129,-0.0005061537790425064,0.46484375,0.07997322082519531,0.17936420440673828,0.0017938464879989624,0.62890625,0.9609375
grpo_sft256_step100_kl0p01_190,130,130,0.0011478120404717629,0.498046875,0.08559799194335938,0.16674423217773438,0.0016682446002960205,0.60546875,0.93359375
grpo_sft256_step100_kl0p01_190,131,131,0.0017346636195725296,0.419921875,0.104583740234375,0.20281600952148438,0.0020290017127990723,0.53125,0.9609375
grpo_sft256_step100_kl0p01_190,132,132,-0.0032138468013727106,0.578125,0.08494377136230469,0.192535400390625,0.0019255578517913818,0.60546875,0.93359375
grpo_sft256_step100_kl0p01_190,133,133,0.0006945172926862142,0.625,0.09302234649658203,0.22553634643554688,0.0022560954093933105,0.53515625,0.96484375
grpo_sft256_step100_kl0p01_190,134,134,-0.0026329570118832635,0.466796875,0.08358001708984375,0.17869186401367188,0.0017866790294647217,0.52734375,0.94921875
grpo_sft256_step100_kl0p01_190,135,135,-0.000189799632607901,0.421875,0.07880210876464844,0.20235061645507812,0.0020240843296051025,0.74609375,0.984375
grpo_sft256_step100_kl0p01_190,136,136,0.00010760227996797767,0.4609375,0.07815122604370117,0.1825580596923828,0.001825958490371704,0.6796875,0.9609375
grpo_sft256_step100_kl0p01_190,137,137,0.0011045817873309716,0.60546875,0.09433174133300781,0.19808006286621094,0.0019800961017608643,0.62890625,0.97265625
grpo_sft256_step100_kl0p01_190,138,138,-0.0007440795725415228,0.466796875,0.07394981384277344,0.1720905303955078,0.0017206370830535889,0.6875,0.98046875
grpo_sft256_step100_kl0p01_190,139,139,-0.0029871969527448528,0.369140625,0.08538246154785156,0.20133590698242188,0.0020141303539276123,0.62890625,0.96875
grpo_sft256_step100_kl0p01_190,140,140,-0.0016745781213103328,0.4609375,0.08358573913574219,0.18445968627929688,0.001844644546508789,0.5,0.953125
grpo_sft256_step100_kl0p01_190,141,141,-0.005383338768297108,0.5390625,0.0754861831665039,0.19150924682617188,0.0019152909517288208,0.6484375,0.96875
grpo_sft256_step100_kl0p01_190,142,142,0.0026478480622245115,0.482421875,0.08710670471191406,0.19762802124023438,0.001975834369659424,0.65234375,0.97265625
grpo_sft256_step100_kl0p01_190,143,143,0.0011873343960360216,0.365234375,0.07730293273925781,0.20676803588867188,0.0020677000284194946,0.76953125,0.95703125
grpo_sft256_step100_kl0p01_190,144,144,0.0029574389031949977,0.59375,0.07589960098266602,0.1576690673828125,0.0015771687030792236,0.55859375,0.95703125
grpo_sft256_step100_kl0p01_190,145,145,-0.0022385618676707963,0.45703125,0.08753395080566406,0.208892822265625,0.002088695764541626,0.56640625,0.94921875
grpo_sft256_step100_kl0p01_190,146,146,-0.0010775951313917176,0.482421875,0.08186531066894531,0.2110748291015625,0.002111762762069702,0.5703125,0.95703125
grpo_sft256_step100_kl0p01_190,147,147,-0.002244635409624607,0.55078125,0.08423995971679688,0.20000457763671875,0.0019999295473098755,0.65625,0.953125
grpo_sft256_step100_kl0p01_190,148,148,0.0022548972456206684,0.734375,0.07539939880371094,0.18908309936523438,0.0018909871578216553,0.6015625,0.96875
grpo_sft256_step100_kl0p01_190,149,149,-0.007531358791311504,0.421875,0.0896005630493164,0.1914043426513672,0.001913696527481079,0.5859375,0.9609375
grpo_sft256_step100_kl0p01_190,150,150,0.00028293749483054853,0.51953125,0.08213424682617188,0.21499252319335938,0.0021502822637557983,0.53125,0.9609375
grpo_sft256_step100_kl0p01_190,151,151,-0.0010650100807652052,0.56640625,0.0856008529663086,0.20550918579101562,0.0020553171634674072,0.515625,0.98046875
grpo_sft256_step100_kl0p01_190,152,152,-0.00044441070713219233,0.56640625,0.08832740783691406,0.22324371337890625,0.0022332966327667236,0.51171875,0.98828125
grpo_sft256_step100_kl0p01_190,153,153,-0.00046553426091122674,0.46484375,0.08136510848999023,0.21852874755859375,0.0021857023239135742,0.71484375,0.984375
grpo_sft256_step100_kl0p01_190,154,154,-0.0013554218039644184,0.447265625,0.07427406311035156,0.19477462768554688,0.0019480884075164795,0.578125,0.96484375
grpo_sft256_step100_kl0p01_190,155,155,0.0017104026537708705,0.451171875,0.080841064453125,0.21497726440429688,0.0021495819091796875,0.703125,0.96875
grpo_sft256_step100_kl0p01_190,156,156,-0.00223888512209669,0.90625,0.08373832702636719,0.2110767364501953,0.0021115541458129883,0.62109375,0.984375
grpo_sft256_step100_kl0p01_190,157,157,-0.002955760315671796,0.65625,0.07260990142822266,0.191131591796875,0.0019116401672363281,0.4921875,0.96484375
grpo_sft256_step100_kl0p01_190,158,158,0.0018826791738320026,0.68359375,0.061962127685546875,0.20374298095703125,0.00203704833984375,0.734375,0.96484375
grpo_sft256_step100_kl0p01_190,159,159,0.000695601482220809,0.40625,0.07674598693847656,0.20114517211914062,0.0020110905170440674,0.5546875,0.93359375
grpo_sft256_step100_kl0p01_190,160,160,-0.0015020977625681553,0.38671875,0.07443714141845703,0.18171310424804688,0.0018166303634643555,0.5234375,0.89453125
grpo_sft256_step100_kl0p01_190,161,161,0.0013426442328636767,0.435546875,0.07191181182861328,0.20419883728027344,0.0020433366298675537,0.6484375,0.9296875
grpo_sft256_step100_kl0p01_190,162,162,-0.0008898568767108372,0.44921875,0.07475471496582031,0.2178821563720703,0.0021789371967315674,0.69140625,0.96484375
grpo_sft256_step100_kl0p01_190,163,163,0.0006857280241092667,0.3984375,0.06898212432861328,0.20745468139648438,0.0020734667778015137,0.69921875,0.9453125
grpo_sft256_step100_kl0p01_190,164,164,-0.0015565102594337077,0.494140625,0.08649635314941406,0.21004867553710938,0.0020998120307922363,0.53125,0.953125
grpo_sft256_step100_kl0p01_190,165,165,0.001195399680909759,0.357421875,0.0908365249633789,0.2529296875,0.0025309622287750244,0.578125,0.96875
grpo_sft256_step100_kl0p01_190,166,166,0.001690888061602891,0.421875,0.07393550872802734,0.20496368408203125,0.0020501315593719482,0.66015625,0.96875
grpo_sft256_step100_kl0p01_190,167,167,0.003302606092802307,0.43359375,0.07193374633789062,0.20750808715820312,0.002074897289276123,0.6796875,0.96875
grpo_sft256_step100_kl0p01_190,168,168,0.0020775561115442542,0.53125,0.08004379272460938,0.21809005737304688,0.0021818578243255615,0.63671875,0.94140625
grpo_sft256_step100_kl0p01_190,169,169,0.00015984893525455846,0.3828125,0.07491683959960938,0.19824600219726562,0.001983344554901123,0.625,0.93359375
grpo_sft256_step100_kl0p01_190,170,170,0.002074052520129044,0.49609375,0.07747173309326172,0.23263168334960938,0.002325296401977539,0.62109375,0.9296875
grpo_sft256_step100_kl0p01_190,171,171,0.0030053147133912717,0.43359375,0.07943296432495117,0.22939300537109375,0.002293914556503296,0.671875,0.9609375
grpo_sft256_step100_kl0p01_190,172,172,-0.00020094600085940328,0.61328125,0.07916259765625,0.2232818603515625,0.0022316575050354004,0.65625,0.953125
grpo_sft256_step100_kl0p01_190,173,173,0.0018959559110953705,0.5546875,0.0707235336303711,0.21307373046875,0.002130568027496338,0.5703125,0.91796875
grpo_sft256_step100_kl0p01_190,174,174,0.0006634226133428456,0.3515625,0.07206106185913086,0.18514251708984375,0.0018508732318878174,0.53515625,0.96875
grpo_sft256_step100_kl0p01_190,175,175,0.0018888147142206435,0.234375,0.06685352325439453,0.20085525512695312,0.002008378505706787,0.66015625,0.953125
grpo_sft256_step100_kl0p01_190,176,176,0.0018598038072923373,0.40234375,0.07995986938476562,0.20732879638671875,0.0020741522312164307,0.55859375,0.92578125
grpo_sft256_step100_kl0p01_190,177,177,-0.0005690481084457133,0.359375,0.06973075866699219,0.18114662170410156,0.0018125176429748535,0.5703125,0.8671875
grpo_sft256_step100_kl0p01_190,178,178,0.0016571386977375369,0.3125,0.07307147979736328,0.20853424072265625,0.002085655927658081,0.65234375,0.95703125
grpo_sft256_step100_kl0p01_190,179,179,0.002474748284839734,0.3125,0.07935190200805664,0.21799755096435547,0.002179771661758423,0.6640625,0.9453125
grpo_sft256_step100_kl0p01_190,180,180,-5.5010360938467784e-05,0.390625,0.0661764144897461,0.18301773071289062,0.001829683780670166,0.70703125,0.94921875
grpo_sft256_step100_kl0p01_190,181,181,0.0005182935015000112,0.43359375,0.07168006896972656,0.2008686065673828,0.002006322145462036,0.6171875,0.890625
grpo_sft256_step100_kl0p01_190,182,182,0.0026000177804235136,0.9921875,0.08248138427734375,0.2121906280517578,0.0021212249994277954,0.63671875,0.95703125
grpo_sft256_step100_kl0p01_190,183,183,6.0548007695615524e-05,0.310546875,0.06779956817626953,0.21966171264648438,0.002196401357650757,0.76171875,0.9765625
grpo_sft256_step100_kl0p01_190,184,184,0.0012457505165457405,0.400390625,0.07476425170898438,0.188690185546875,0.0018871426582336426,0.703125,0.9296875
grpo_sft256_step100_kl0p01_190,185,185,-0.002798085532958794,0.380859375,0.07337474822998047,0.2107410430908203,0.002106696367263794,0.7109375,0.9375
grpo_sft256_step100_kl0p01_190,186,186,0.000929907947920583,0.31640625,0.06221294403076172,0.212066650390625,0.0021215975284576416,0.68359375,0.94921875
grpo_sft256_step100_kl0p01_190,187,187,0.0005863764667992655,0.44921875,0.06726741790771484,0.20001983642578125,0.0020006000995635986,0.7421875,0.9609375
grpo_sft256_step100_kl0p01_190,188,188,0.002556322693635593,0.498046875,0.07441520690917969,0.21584701538085938,0.002158522605895996,0.66015625,0.9296875
grpo_sft256_step100_kl0p01_190,189,189,-0.0005953826985205524,0.5390625,0.07108592987060547,0.19820594787597656,0.001981765031814575,0.6171875,0.91796875
grpo_sft256_step100_kl0p01_190,190,190,0.003513743865369179,0.384765625,0.07670879364013672,0.20359420776367188,0.0020361244678497314,0.578125,0.91015625
